taxid,cultures,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes,lineage
537973,"['J84', '11', 'J13', '514']",Lacticaseibacillus paracasei subsp. paracasei 8700:2,3,3025352,1400647,2953,2805, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Lactobacillaceae  Lacticaseibacillus  Lacticaseibacillus paracasei  Lacticaseibacillus paracasei subsp. paracasei
38310,"['J57', '220', '426', '535', '215', '65']",Rhodococcus coprophilus,1,4579834,3060763,4236,4121, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Rhodococcus
76761,"['535b', 'J12', '220a', 'J75', '457', '1', '65']",Pseudomonas veronii,1,6852809,4184529,6297,6088, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas fluorescens group
416348,"['J170', '372', '589']",Halorubrum lacusprofundi ATCC 49239,3,3692576,2362214,3667,3516, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloferacaceae  Halorubrum  Halorubrum lacusprofundi
58340,"['65', '252', 'J42', '987', '84', '993']",Streptomyces lavendulae subsp. lavendulae,1,8035918,5857214,7218,6940, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces  Streptomyces lavendulae
1725232,['163'],Candidatus Desulfovibrio trichonymphae,1,1410056,772968,1377,1273, Thermodesulfobacteriota  Desulfovibrionia  Desulfovibrionales  Desulfovibrionaceae  Desulfovibrio
936337,"['J118', 'J569', '514']",Microbacterium amylolyticum,2,2588344,1670013,2507,2381, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Microbacterium
92172,['514'],Vibrio aerogenes,3,5368019,2454604,4713,4532, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
99287,"['545', '92', '553', '535', '381', '681', '215', '65', '693']",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,2,4951383,2586547,4717,4554, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Salmonella  Salmonella enterica  Salmonella enterica subsp. enterica  Salmonella enterica subsp. enterica serovar Typhimurium
450367,"['J28', '1', '92']",Peribacillus frigoritolerans,2,5568581,2259340,5342,5086, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Peribacillus
1830,"['220', '426', 'J43', '553', '535', '457', '1', '310', '65']",Rhodococcus ruber,3,5698851,4015797,5253,5118, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Rhodococcus
143495,"['90', 'J66', 'J42', '514f', '92', '514c', '84', '514', '645', '354', 'J50', '830', 'J61', 'J52', '214', '453', '553', 'J202', '83', '215', '548', '1', '252', 'J28', 'J43', '535', '1027', 'J51', '65', '535a', 'J57', '220', 'J118', '554', 'J26', '693']",Aneurinibacillus thermoaerophilus,2,3731915,1668318,3855,3598, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Aneurinibacillus group  Aneurinibacillus
479432,"['252', 'J52', '214', 'J42', '84', '65']",Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Streptosporangiaceae  Streptosporangium  Streptosporangium roseum
2712223,"['1484', '830']",Nocardioides anomalus,1,5120341,3753287,5154,5047, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Nocardioides
458197,"['J22', '535']",Serratia nematodiphila,1,5256558,3129426,4991,4841, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Yersiniaceae  Serratia
238,"['J475', '830', '948', '92', 'J75', '1', '514']",Elizabethkingia meningoseptica,1,4004759,1457144,3646,3566, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Elizabethkingia
417367,"['J118', '514']",Paenisporosarcina antarctica,2,3972524,1468093,3811,3665, Terrabacteria group  Bacillota  Bacilli  Bacillales  Planococcaceae  Paenisporosarcina
2751,"['J28', '92', 'J13', 'J16', 'J17', '693']",Carnobacterium maltaromaticum,2,3502975,1207058,3238,3134, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Carnobacteriaceae  Carnobacterium
2591633,"['1', '830']",Lysobacter alkalisoli,1,3857091,2567288,3432,3280, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
391592,"['J367', '829']",Caminibacter mediatlanticus TB-2,1,1685887,452725,1815,1747, Campylobacterota  Epsilonproteobacteria  Nautiliales  Nautiliaceae  Caminibacter  Caminibacter mediatlanticus
550,"['J22', '1a', '129', '92', 'J12', '535', '1', '693']",Enterobacter cloacae,3,5023439,2756638,4819,4667, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Enterobacter  Enterobacter cloacae complex
60894,"['J44', '65', '553']",Saccharopolyspora spinosa,1,8876435,6033052,8033,7701, Terrabacteria group  Actinomycetota  Actinomycetes  Pseudonocardiales  Pseudonocardiaceae  Saccharopolyspora
546414,['92'],Deinococcus deserti VCD115,4,3855329,2427711,3565,3469,
526226,"['J57', '830', '426', '92', 'J43', '535', '80', '65']",Gordonia bronchialis DSM 43247,2,5290012,3546559,4993,4722, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Gordoniaceae  Gordonia  Gordonia bronchialis
28090,"['J22', '220', '830', '600a', '535b', 'J443', '457b', 'J12', '92', 'J118', '535', '514c', '1', 'J900', '693']",Acinetobacter lwoffii,6,3528101,1502876,3363,3165, Pseudomonadota  Gammaproteobacteria  Moraxellales  Moraxellaceae  Acinetobacter
55779,"['793', '58', '215']",Moorella glycerini,2,3559563,1948492,3562,3466, Terrabacteria group  Bacillota  Clostridia  Moorellales  Moorellaceae  Moorella
381666,"['J84', '490', '248', '141c', '987', 'J12', '92', '251', '80', '514', '442', '88', '553', '186', '63', 'J742', '444', '104', '548', 'J853', 'J27', 'J45', 'J280', 'J104', '9', '1027', '768', '938', '144', '110', '569', '372', 'J47', '657', '539', 'J161', '554', '460', '405', '801', '11', '55', '1081', '219', '84', '104d', '830', 'J61', '810', 'J109', '81', '1', '83', '1a', '119', '1054', 'J527', '760', 'J43', '462', '487', 'J48', 'J14', '399', '491', '465', 'J118', '520', '218', '907', '90', '27', 'J66', '1048', 'J422', '656', '381', 'J346', '514b', '1203a', 'J44', '592', '252', '398', 'J180', '588', '217', 'J106', 'J62', 'J49', '547', '492', '65', 'J184', '428', 'J57', 'J213', '840', '993', '1241', '693', 'J58', 'J22', 'J42', '189', 'J172', '82', '816', '645', '354', 'J50', 'J80', 'J79', '1429', 'J52', '214', '619', 'J55', 'J202', '215', '339', '607', 'J169', 'J28', '194', '623', '563', 'J206', '535', 'J13', 'J51', 'J54', '220', '390', '489', 'J122', '246', 'J26', '550']",Cupriavidus necator H16,3,7414561,4918787,6889,6634, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Cupriavidus  Cupriavidus necator
309800,"['97', 'J168', '372']",Haloferax volcanii DS2,5,4012900,2627643,4065,3895, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloferacaceae  Haloferax  Haloferax volcanii
118126,"['287', '141b', 'J262']",Methanoculleus chikugoensis,1,2622259,1622131,2639,2580, Euryarchaeota  Stenosarchaea group  Methanomicrobia  Methanomicrobiales  Methanomicrobiaceae  Methanoculleus
1677857,['255'],Acetivibrio saccincola,1,3604547,1255024,3323,3178, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Oscillospiraceae  Acetivibrio
1193502,['732a'],Sulfurospirillum halorespirans DSM 13726,1,3029840,1251815,3057,2981, Campylobacterota  Epsilonproteobacteria  Campylobacterales  Sulfurospirillaceae  Sulfurospirillum  Sulfurospirillum halorespirans
519442,"['J294', '927']",Halorhabdus utahensis DSM 12940,1,3116795,1960463,3054,2978, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloarculaceae  Halorhabdus  Halorhabdus utahensis
1423778,['11'],Paucilactobacillus oligofermentans DSM 15707 = LMG 22743,2,1845483,659467,1851,1756, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Lactobacillaceae  Paucilactobacillus  Paucilactobacillus oligofermentans
709032,"['1020', 'J340']",Sulfuricurvum kujiense DSM 16994,5,2819357,1256420,2871,2799, Campylobacterota  Epsilonproteobacteria  Campylobacterales  Sulfurimonadaceae  Sulfuricurvum  Sulfuricurvum kujiense
1079,"['J22', '27', 'J12', '11', '92', '946a', '104b', 'J1146', '876', 'J261', '58', '393', '514', 'J269', '830', 'J79', '120a', '503', '129', '63', '98', '186', 'J262', '142a', '104', '438', '377', '1', '215', '370', '1a', '883', '192', '503a', '377a', '462', '461', '535', '120b', '457', 'J13', '804', '78', '950', 'J14', '428', '220', '1587', '104a', '390', 'J160', '836', '141b', 'J118', 'J397', 'J277', 'J236', 'J151', '842', 'J841', 'J26', '693']",Blastochloris viridis,1,3724841,2530394,3328,3227, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Blastochloridaceae  Blastochloris
76731,"['428', '1', '885']",Roseateles depolymerans,1,5681722,3782163,4945,4833, Pseudomonadota  Betaproteobacteria  Burkholderiales  Sphaerotilaceae  Roseateles
615,"['J100', 'J22', '90', '34', '1494', '189', '92', '11', '220a', 'J12', 'J282', '469', '1058d', '28', '381', 'J475', '31', '830', '129', 'J75', '736', 'J156', '1', 'J17', '450', '119', '1a', '693', 'J28', '426', 'J27', '392', '430', '535', '428', 'J74', '221', '496', '110', '220', '194a', 'J26', '253']",Serratia marcescens,2,5238537,3114418,5037,4883, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Yersiniaceae  Serratia
713585,"['925', 'J310', 'J312']",Thioalkalivibrio paradoxus ARh 1,1,3756729,2500004,3537,3392, Pseudomonadota  Gammaproteobacteria  Chromatiales  Ectothiorhodospiraceae  Thioalkalivibrio  Thioalkalivibrio paradoxus
2865673,"['84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
262324,"['J14', '110', '1a', '830', 'J12', '67', '170', '535', '1', '222']",Lysobacter gummosus,1,6056618,4029701,5038,4915, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
126385,"['J22', 'J12', '92', '1', '693']",Providencia alcalifaciens,1,3990106,1675390,3753,3621, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Morganellaceae  Providencia
1278073,"['J436', 'J124', '67', '9']",Myxococcus stipitatus DSM 14675,1,10350586,7161796,8123,7983, Myxococcota  Myxococcia  Myxococcales  Cystobacterineae  Myxococcaceae  Myxococcus  Myxococcus stipitatus
208964,"['J22', '1421', '906', '545', 'J194', '339a', '933', '1588', '92', '189', 'J12', '11', '514f', '104b', 'J372', '987', 'J282', '381', '54', '58', '1061', '514', '84', 'J156', '88', '830', '381a', 'J842', 'J61', 'J596', '129', '1553', '186', 'J75', '98', 'J428', '11b', 'J1045', '785', '104', '383', '1729', '1203a', '1', '83', '215', '311c', '370', '1809', '746', '252', '426', '909', 'J1095', '655', '535', 'J758', '231', 'J13', '1593', '78', '1630a', '457', '869', '65', 'J14', '220', '617a', 'J118', '514a', '554', '1630e', 'J26', '550', '693']",Pseudomonas aeruginosa PAO1,1,6264404,4169320,5697,5572, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas aeruginosa group  Pseudomonas aeruginosa
84022,"['J14', 'J612', '104b']",Clostridium aceticum,2,4207037,1484407,3986,3841, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
1894,"['252', '425', 'J42', '84', '65']",Kitasatospora aureofaciens,2,7076402,5135317,6290,6025, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Kitasatospora
1405,"['J84', 'J22', '90', '545', '1249', '595', 'J355', '480', '189', '92', '11', '921', 'J83', 'J1029', '1279', '464', '1203', '381', '514', '1378', '322', '104c', '830', 'J26', 'J167', 'J346', 'J70', '1423', 'J1083', '129', '861', '98', '330', 'J276', '104', '1', '215', '371', 'J683', '1124', '318b', '339', '1a', '119', 'J27', '1166', 'J43', '1573', '319', '331', '535', 'J49', '231', 'J13', '329', '78', '264', '163', '65', '1328', 'J74', 'J14', '110', '220', '1582', '53', '535b', '372', 'J118', '67', '1611', '54a', '1503', '693']",Bacillus mycoides,2,5697065,2017204,5793,5452, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Bacillus  Bacillus cereus group
477680,['830'],Filimonas lacunae,1,7814405,3442032,6192,6101, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Chitinophagia  Chitinophagales  Chitinophagaceae  Filimonas
907,"['J14', '339', '104', '1203a', '693']",Megasphaera elsdenii,1,2566193,1352573,2419,2325, Terrabacteria group  Bacillota  Negativicutes  Veillonellales  Veillonellaceae  Megasphaera
283734,"['J75', '693', '92']",Staphylococcus pseudintermedius,3,2629596,987940,2515,2389, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Staphylococcus  Staphylococcus intermedius group
113562,"['J42', '65', '553']",Actinoplanes derwentensis,1,10654181,7389406,9589,9358, Terrabacteria group  Actinomycetota  Actinomycetes  Micromonosporales  Micromonosporaceae  Actinoplanes
2559073,"['J14', '693', '104']",Cutibacterium modestum,2,2649207,1588919,2537,2223, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Propionibacteriaceae  Cutibacterium
1654388,"['J475', '92', 'J256', '693']",Staphylococcus schweitzeri,1,2784939,901824,2692,2560, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Staphylococcus
525897,"['90', 'J66', 'J42', '92', '104b', '84', '514', '585', '78c', 'J50', 'J58', 'J61', '63', '104', '1', 'J45', '535', 'J443', 'J51', '65', 'J14', 'J74', '514a', '520', '693']",Desulfomicrobium baculatum DSM 4028,1,3942657,2312250,3524,3444, Thermodesulfobacteriota  Desulfovibrionia  Desulfovibrionales  Desulfomicrobiaceae  Desulfomicrobium  Desulfomicrobium baculatum
84096,"['J57', '220', 'J26', '215', 'J118', 'J75', '535', '1', '514', '65']",Gordonia alkanivorans,2,4979656,3358928,4538,4364, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Gordoniaceae  Gordonia
1580092,"['1630a', 'J1198']",Nitrosopumilus adriaticus,1,1803090,602356,2236,2169, TACK group  Nitrososphaerota  Nitrososphaeria  Nitrosopumilales  Nitrosopumilaceae  Nitrosopumilus
1437875,"['535a', 'J28', 'J256', 'J26']",Corynebacterium frankenforstense DSM 45800,1,2604152,1862140,2263,2171, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Corynebacteriaceae  Corynebacterium  Corynebacterium frankenforstense
1335757,['1537'],Spiribacter curvatus,1,1926631,1230297,1923,1854, Pseudomonadota  Gammaproteobacteria  Chromatiales  Ectothiorhodospiraceae  Spiribacter
331636,['1193'],Chlamydia psittaci 6BC,2,1179220,460164,1035,985, PVC group  Chlamydiota  Chlamydiia  Chlamydiales  Chlamydiaceae  Chlamydia/Chlamydophila group  Chlamydia  Chlamydia psittaci
357276,"['J14', '104', '78', '1203a', '693']",Phocaeicola dorei,1,5444912,2288769,4519,4299, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Bacteroidaceae  Phocaeicola
1886,"['284', 'J81', 'J50', '252', 'J66', 'J42', 'J43', '84', '65', 'J58']",Streptomyces albidoflavus,1,6841649,5016384,5979,5818, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces  Streptomyces albidoflavus group
1292,"['J22', '220', '830', 'J12', '92', '693']",Staphylococcus warneri,2,2541629,834050,2519,2403, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Staphylococcus
1276227,['1076b'],Spiroplasma chrysopicola DF-1,1,1123322,323505,1063,1020, Terrabacteria group  Mycoplasmatota  Mollicutes  Entomoplasmatales  Spiroplasmataceae  Spiroplasma  Spiroplasma chrysopicola
2750812,"['553', 'J43', '535', '554', 'J51', '215', '65']",Actinomadura graeca,3,8979594,6498697,7926,7757, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Thermomonosporaceae  Actinomadura
1824,"['426', '214', 'J43', '535', '215b', '65']",Nocardia asteroides,1,6983363,4879682,6476,6344, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Nocardia
1358,"['J84', '354', 'J57', '53', '449', '92', '553', 'J43', '11', '219', 'J13', '215', '65', '693']",Lactococcus lactis,1,2426597,848829,2391,2280, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Streptococcaceae  Lactococcus
33889,"['J22', '53', '92', '693']",Brevibacterium casei,1,3960094,2690914,3614,3531, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Brevibacteriaceae  Brevibacterium
1339250,['86a'],Meiothermus taiwanensis WR-220,2,3073341,1951844,3036,2933, Terrabacteria group  Deinococcota  Deinococci  Thermales  Thermaceae  Meiothermus  Meiothermus taiwanensis
537011,"['J14', '339', '1669', '1611', '104', '1203a', '693']",Segatella copri DSM 18205,3,3551614,1594742,2998,2855, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Prevotellaceae  Segatella  Segatella copri
1036743,"['634a', '634c', '248', '141c', '987', 'J12', '92', 'J1234', '514c', 'J607', '1033', '58', '1159', '271', '514', '31', '403', '553', '63', '186', 'J75', '104', '602', '548', 'J853', 'J27', '1167', 'J104', '1630a', '411', '49', 'J1230', '110', 'J181', '1076b', '554', 'J1130', '215c', '429c', '1259', '11', '122', '104b', '1203', 'J256', '84', 'J860', '964', '104c', '830', '924', 'J115', 'J61', '894', 'J254', 'J276', '1', '81', '1684', '193', '83', '1a', '1688', '462', 'J43', '78', 'J48', 'J14', '110a', '465', 'J118', '1611', '878', '90', '545', 'J1238', '27', 'J66', '232', '1660', '381', 'J346', '514b', '641', '1203a', 'J25', 'J1210', '252', '1726', '88c', 'J49', '231', '65', '1731', '535a', 'J57', '323', 'J386', '693', 'J22', '255', '1504', '1713', '339a', '189', '514f', 'J30', '250', 'J42', 'J1052', 'J282', '1536', '645', '129', '215', '339', '503f', '634', 'J28', '194', '190', '535', 'J13', '1593', 'J51', '1572', 'J677', '220', 'J1227', '246', 'J26']",Rhodospirillum rubrum F11,1,4352825,2848805,3927,3821, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Rhodospirillaceae  Rhodospirillum  Rhodospirillum rubrum
679663,"['535a', 'J28', 'J256', '693']",Corynebacterium canis,1,3045310,1829113,2708,2624, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Corynebacteriaceae  Corynebacterium
29447,['1'],Xanthomonas albilineans,2,3756117,2365462,3191,2996, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Xanthomonas
55779,['641'],Moorella glycerini,2,3559563,1948492,3562,3466, Terrabacteria group  Bacillota  Clostridia  Moorellales  Moorellaceae  Moorella
87541,"['J282', '693', '104']",Aerococcus christensenii,1,1634920,640670,1584,1464, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Aerococcaceae  Aerococcus
637390,"['J22', '90', '7', '545', '189', '92', '54', '271', '514', '129', '1', '1a', '542', '670', '500', '123', '535', '360', '35', '411', '220', '535b', 'J118', '71', 'J93', '689']",Acidithiobacillus thiooxidans ATCC 19377,1,3415726,1811597,3594,3450, Pseudomonadota  Acidithiobacillia  Acidithiobacillales  Acidithiobacillaceae  Acidithiobacillus  Acidithiobacillus thiooxidans
