,Organism DSMZ ID,TaxonID,Organism Name,Media list
395,46293,645,Aeromonas salmonicid,
396,21281,113288,Aeromonas salmonicida subsp. achromogenes,
397,21760,197700,Aeromonas salmonicida subsp. masoucid, TRYPTICASE SOY BROTH AGAR
398,12609,96473,Aeromonas salmonicida subsp. pectinolytic, NUTRIENT AGAR
399,19634,29491,Aeromonas salmonicida subsp. salmonicid,
400,21293,80745,Aeromonas salmonicida subsp. smithi, BHI medium
401,24094,633415,Aeromonas sanarellii, TRYPTICASE SOY BROTH AGAR
402,4882,652,Aeromonas schubertii, REACTIVATION WITH LIQUID medium
403,17445,328412,Aeromonas sharman, NUTRIENT AGAR
404,16559,218936,Aeromonas simiae, CASO AGAR (Merck 105458)
405,19176,646,Aeromonas sobri, NUTRIENT AGAR
406,17303,null,Aeromonas sp., CASO AGAR (Merck 105458)
407,24096,633417,Aeromonas taiwanensis, TRYPTICASE SOY BROTH AGAR
408,17301,324617,Aeromonas tect, CASO AGAR (Merck 105458)
409,7386,654,Aeromonas veronii,
410,16960,229980,Aeropyrum camini, MEDIUM 820 MODIFIED FOR DSM 16960
411,11879,56636,Aeropyrum pernix, AEROPYRUM-JXT medium
412,23094,634436,Aestuariibacter aggregatus, BACTO MARINE BROTH (DIFCO 2216)
413,15266,226011,Aestuariibacter halophilus, BACTO MARINE BROTH (DIFCO 2216)
414,15300,226010,Aestuariibacter salexigens, BACTO MARINE BROTH (DIFCO 2216)
415,21549,396389,Aestuariimicrobium kwangyangense, BHI medium
416,2698,1080,Afifella marin, MEDIUM 27 MODIFIED FOR DSM 2698
417,17143,209897,Afifella pfennigii, MEDIUM 27 MODIFIED FOR DSM 17143
418,17499,151414,Afipia birgiae, BCYE AGAR
419,7327,56946,Afipia broomeae, BCYE AGAR
420,7315,1034,Afipia clevelandensis, BCYE AGAR
421,7326,1035,Afipia felis, BCYE AGAR
422,17498,211460,Afipia massiliensis, BCYE AGAR
423,23597,null,Afipia sp., R2A medium
424,8324,714,Aggregatibacter actinomycetemcomitans, COLUMBIA BLOOD medium
425,21418,739,Aggregatibacter segnis, HAEMOPHILUS medium
426,5822,1077255,Agitococcus lubricus, TWEEN 80A medium
427,14575,110935,Agreia bicolorat, NUTRIENT AGAR
428,14246,150121,Agreia pratensis, TRYPTICASE SOY Yeast extract medium
429,5891,76979,Agrobacterium agile, MARINE AGAR
430,5889,285944,Agrobacterium luteum, MARINE AGAR
431,13150,null,Agrobacterium sp., NUTRIENT AGAR
432,14215,153730,Agrococcus baldri, TRYPTICASE SOY Yeast extract medium
433,22965,684552,Agrococcus carbonis, TRYPTICASE SOY Yeast extract medium
434,18061,343512,Agrococcus casei, TRYPTICASE SOY Yeast extract medium
435,12453,84643,Agrococcus citreus, TRYPTICASE SOY Yeast extract medium
436,22002,399736,Agrococcus jejuensis, TRYPTICASE SOY Yeast extract medium
437,9996,46353,Agrococcus jenensis, TRYPTICASE SOY Yeast extract medium
438,17612,341722,Agrococcus lahaulensis, TRYPTICASE SOY Yeast extract medium
439,19812,501482,Agrococcus versicolor, TRYPTICASE SOY Yeast extract medium
440,12412,44255,Agromonas oligotrophic, 1/100 NUTRIENT AGAR NO.2
441,15934,205332,Agromyces albus, TRYPTICASE SOY Yeast extract medium
442,21551,393607,Agromyces allii, TRYPTICASE SOY Yeast extract medium
443,23870,null,Agromyces atrinae, BACTO MARINE BROTH (DIFCO 2216)
444,14598,165814,Agromyces aurantiacus, MEDIUM 636 MODIFIED FOR DSM 14598
445,22275,null,Agromyces bauzanensis, R2A medium
446,14596,88376,Agromyces bracchium, PP-MEDIUM
447,8595,232089,Agromyces cerinus subsp. cerinus, TRYPTICASE SOY Yeast extract medium
448,8596,231391,Agromyces cerinus subsp. nitratus, TRYPTICASE SOY Yeast extract medium
449,22059,null,Agromyces flavus, TRYPTICASE SOY Yeast extract medium
450,8597,41985,Agromyces fucosus, TRYPTICASE SOY Yeast extract medium
451,8598,286438,Agromyces hippuratus, TRYPTICASE SOY Yeast extract medium
452,16389,279573,Agromyces humatus, R2A medium
453,16388,279572,Agromyces italicus, R2A medium
454,16390,279574,Agromyces lapidis, R2A medium
455,14595,88373,Agromyces luteolus, PP-MEDIUM
456,20152,41986,Agromyces mediolanus, CORYNEBACTERIUM AGAR
457,16197,269420,Agromyces neolithicus, R2A medium
458,43045,33879,Agromyces ramosus, BHI-GLUCOSE medium
459,14597,88374,Agromyces rhizospherae, PP-MEDIUM
460,16198,269421,Agromyces salentinus, R2A medium
461,16689,293890,Agromyces subbeticus, TRYPTICASE SOY Yeast extract medium
462,22016,424795,Agromyces terreus, TRYPTICASE SOY Yeast extract medium
463,15747,248902,Agromyces ulmi, TRYPTICASE SOY Yeast extract medium
464,5890,76980,Ahrensia kielensis, MARINE AGAR
465,19219,null,Aidingimonas halophil, MEDIUM 514 MODIFIED FOR DSM 19219
466,22959,239935,Akkermansia muciniphil, FASTIDIOUS ANAEROBE AGAR
467,22840,128802,Albibacter methylovorans, MEDIUM 1 MODIFIED FOR DSM 22840
468,15236,192843,Albidiferax ferrireducens, BASAL MEDIUM
469,12048,196587,Albidovulum inexpectatum, MEDIUM 630 MODIFIED FOR DSM 12048
470,24422,990712,Albidovulum xiamenense, BACTO MARINE BROTH (DIFCO 2216)
471,17890,356660,Albimonas donghaensis, HALF STRENGTH BACTO MARINE BROTH
472,13644,511,Alcaligenes faecalis, NUTRIENT AGAR
473,16964,32001,Alcaligenes faecalis subsp. faecalis, CASO AGAR (Merck 105458)
474,13975,171260,Alcaligenes faecalis subsp. parafaecalis, NUTRIENT AGAR
475,16503,232846,Alcaligenes faecalis subsp. phenolicus, CASO AGAR (Merck 105458)
476,2625,null,Alcaligenes sp., NUTRIENT AGAR
477,23776,413232,Alcanivorax balearicus, ALCANIVORAX BALERICUS medium
478,11573,59754,Alcanivorax borkumensis, MEDIUM 514 MODIFIED FOR DSM 11573
479,16502,285091,Alcanivorax dieselolei, MEDIUM 514 MODIFIED FOR DSM 16502
480,12178,64988,Alcanivorax jadensis, MEDIUM 514 MODIFIED FOR DSM 12178
481,13974,172371,Alcanivorax venustensis, BACTO MARINE BROTH (DIFCO 2216)
482,15365,221126,Algibacter lectus, BACTO MARINE BROTH (DIFCO 2216)
483,14643,163869,Algicola sagamiensis, BACTO MARINE BROTH (DIFCO 2216)
484,22703,279824,Algoriphagus alkaliphilus, ALGORIPHAGUS ALKALIPHILUS medium
485,15986,238540,Algoriphagus antarcticus, BACTO MARINE BROTH (DIFCO 2216)
486,19759,475299,Algoriphagus aquaeductus, ALGORIPHAGUS AQUAEDUCTUS medium
487,23399,237018,Algoriphagus aquimarinus, BACTO MARINE BROTH (DIFCO 2216)
488,17298,308111,Algoriphagus boritolerans, MEDIUM 381 MODIFIED FOR DSM 17298
489,19830,237019,Algoriphagus chordae, BACTO MARINE BROTH (DIFCO 2216)
490,23095,null,Algoriphagus faecimaris, BACTO MARINE BROTH (DIFCO 2216)
491,15292,226505,Algoriphagus halophilus, BACTO MARINE BROTH (DIFCO 2216)
492,19315,435880,Algoriphagus hitonicol, BACTO MARINE BROTH (DIFCO 2216)
493,23445,305507,Algoriphagus locisalis, BACTO MARINE BROTH (DIFCO 2216)
494,15301,226504,Algoriphagus mannitolivorans, BACTO MARINE BROTH (DIFCO 2216)
495,16067,264027,Algoriphagus marincol, BACTO MARINE BROTH (DIFCO 2216)
496,15282,226506,Algoriphagus ornithinivorans, BACTO MARINE BROTH (DIFCO 2216)
497,22686,57028,Algoriphagus ratkowskyi, BACTO MARINE BROTH (DIFCO 2216)
498,22685,344884,Algoriphagus terrigen, BACTO MARINE BROTH (DIFCO 2216)
499,17529,426371,Algoriphagus vanfongensis, BACTO MARINE BROTH (DIFCO 2216)
500,15360,237017,Algoriphagus winogradskyi, BACTO MARINE BROTH (DIFCO 2216)
501,23446,291403,Algoriphagus yeomjeoni, BACTO MARINE BROTH (DIFCO 2216)
502,23064,561965,Aliagarivorans marinus, BACTO MARINE BROTH (DIFCO 2216)
503,22990,561966,Aliagarivorans taiwanensis, BACTO MARINE BROTH (DIFCO 2216)
504,14773,179636,Alicycliphilus denitrificans, MEDIUM 465 MODIFIED FOR DSM 14773
505,14558,182455,Alicyclobacillus acidiphilus, MEDIUM 402 MODIFIED FOR DSM 14558
506,455,1388,Alicyclobacillus acidocaldarius subsp. acidocaldarius, MEDIUM 402 MODIFIED FOR DSM 455
507,11297,201094,Alicyclobacillus acidocaldarius subsp. rittmannii, ALICYCLOBACILLUS medium
508,2498,1450,Alicyclobacillus acidoterrestris, MEDIUM 402 MODIFIED FOR DSM 2498
509,17975,392016,Alicyclobacillus contaminans, MEDIUM 13 MODIFIED FOR DSM 17975
510,4007,1457,Alicyclobacillus cycloheptanicus,  For strains of A. cycloheptanicus
511,12064,42808,Alicyclobacillus disulfidooxidans, SULFOBACILLUS DISULFIDOOXIDANS medium
512,17978,392011,Alicyclobacillus fastidiosus, MEDIUM 13 MODIFIED FOR DSM 17978
513,22381,471514,Alicyclobacillus ferrooxydans, ALICYCLOBACILLUS FERROOXYDANS medium
514,13609,122960,Alicyclobacillus herbarius, MEDIUM 13 MODIFIED FOR DSM 13609
515,12489,89784,Alicyclobacillus hesperidum, ALICYCLOBACILLUS medium
516,17979,392012,Alicyclobacillus kakegawensis, MEDIUM 13 MODIFIED FOR DSM 17979
517,17980,392015,Alicyclobacillus macrosporangiidus, MEDIUM 13 MODIFIED FOR DSM 17980
518,22757,232270,Alicyclobacillus pohliae, ALICYCOBACILLUS POHLIAE medium
519,14955,204470,Alicyclobacillus pomorum, MEDIUM 402 MODIFIED FOR DSM 14955
520,17974,392010,Alicyclobacillus sacchari, MEDIUM 13 MODIFIED FOR DSM 17974
521,17614,192387,Alicyclobacillus sendaiensis, MEDIUM 402 MODIFIED FOR DSM 17614
522,17981,392014,Alicyclobacillus shizuokensis, MEDIUM 13 MODIFIED FOR DSM 17981
523,12490,null,Alicyclobacillus sp., ALICYCLOBACILLUS medium
524,16176,252246,Alicyclobacillus vulcanalis, MEDIUM 402 MODIFIED FOR DSM 16176
525,19536,null,Aliihoeflea aestuarii, BACTO MARINE BROTH (DIFCO 2216)
526,23419,511998,Aliivibrio finisterrensis,
527,507,668,Aliivibrio fischeri,
528,21555,688,Aliivibrio logei,
529,21110,40269,Aliivibrio salmonicid, SEA WATER AGAR
530,26449,566293,Aliivibrio sifiae, BACTO MARINE BROTH (DIFCO 2216)
531,22225,80852,Aliivibrio wodanis, BACTO MARINE BROTH (DIFCO 2216)
532,19476,453835,Alishewanella aestuarii, CASO AGAR (Merck 105458)
533,24290,553384,Alishewanella agri, TRYPTICASE SOY BROTH AGAR
534,16032,111143,Alishewanella fetalis, COLUMBIA BLOOD AGAR
535,24035,545533,Alishewanella jeotgali, REACTIVATION WITH LIQUID medium
536,17242,214856,Alistipes finegoldii, COLUMBIA BLOOD medium
537,22520,626932,Alistipes indistinctus, PYG-MEDIUM (modified)
538,19147,328813,Alistipes onderdonkii, CHOPPED MEAT medium
539,17216,28117,Alistipes putredinis, MEDIUM 110 MODIFIED FOR DSM 17216
540,19121,328814,Alistipes shahii, CHOPPED MEAT medium
541,15448,200990,Alkalibacillus filiformis, BACILLUS FILIFORMIS medium
542,23520,546021,Alkalibacillus flavidus, MEDIUM 220 MODIFIED FOR DSM 23520
543,5271,94136,Alkalibacillus haloalkaliphilus, MEDIUM 31 MODIFIED FOR DSM 5271
544,17369,368977,Alkalibacillus halophilus, HALOBACTERIA medium
545,16460,284582,Alkalibacillus salilacus, MEDIUM 514 MODIFIED FOR DSM 16460
546,18495,392823,Alkalibacillus silvisoli, MEDIUM 372 MODIFIED FOR DSM 18495
547,14828,235931,Alkalibacter saccharofermentans,  For DSM 14828
548,19180,426704,Alkalibacterium kapii, BOGORIELLA medium
549,13175,99907,Alkalibacterium olivapovliticus, ALKALIBACTERIUM OLIVAPOVLITICUS
550,19183,426702,Alkalibacterium pelagium, BOGORIELLA medium
551,19182,426703,Alkalibacterium putridalgicol, BOGORIELLA medium
552,23664,753702,Alkalibacterium subtropicum, BOGORIELLA medium
553,19181,426701,Alkalibacterium thalassium, BOGORIELLA medium
554,22112,645887,Alkalibaculum bacchi,  For DSM 22112
555,15059,286730,Alkaliflexus imshenetskii, ALKALIFLEXUS medium
556,17681,351052,Alkalilimnicola ehrlichii, ALCALILIMNICOLA EHRLICHII MHLE-1 MEDIUM
557,13718,133194,Alkalilimnicola halodurans, MEDIUM 430 MODIFIED FOR DSM 13718
558,18337,152573,Alkalimonas amylolytic, MEDIUM 785 MODIFIED FOR DSM 18337
559,18314,265981,Alkalimonas delamerensis, BOGORIELLA medium
560,24577,null,Alkaliphilus halophilus, ALKALIPHILUS HALOPHILUS medium
561,21761,461876,Alkaliphilus oremlandii,  For DSM 21761
562,18978,426129,Alkaliphilus peptidifermentans,  For DSM 18978
563,12769,85925,Alkalispirillum mobile, ALKALISPIRILLUM MOBILE medium
564,17557,208968,Alkanindiges hongkongensis, MEDIUM 429 MODIFIED FOR DSM 17557
565,15370,197183,Alkanindiges illinoisensis, MEDIUM 381 MODIFIED FOR DSM 15370
566,15230,209880,Allisonella histaminiformans, ALLISONELLA medium
567,45114,null,Alloactinosynnema album, GYM STREPTOMYCES medium
568,13633,174709,Allobaculum stercoricanis, CHOPPED MEAT medium WITH CARBOHYDRATES
569,45362,null,Allocatelliglobosispora scoriae, GYM STREPTOMYCES medium
570,1376,61596,Allochromatium minutissimum, PFENNIG'S MEDIUM I
571,19781,430676,Allochromatium phaeobacterium,  For Allochromatium phaeobacterium DSM 19781
572,18713,402883,Allochromatium renukae,  For DSM 18713 and 18859
573,1686,1049,Allochromatium vinosum, PFENNIG'S MEDIUM I
574,173,61595,Allochromatium warmingii, PFENNIG'S MEDIUM I
575,15817,166939,Allofustis seminis, COLUMBIA BLOOD medium
576,7252,1652,Alloiococcus otitis, COLUMBIA BLOOD medium
577,44149,211114,Allokutzneria albat, GYM STREPTOMYCES medium
578,21503,419015,Alloscardovia omnicolens, BIFIDOBACTERIUM medium
579,23737,748908,Alpinimonas psychrophil, R2A medium
580,18604,374177,Altererythrobacter indicus, SEAWATER YPG
581,21428,null,Altererythrobacter marensis, BACTO MARINE BROTH (DIFCO 2216)
582,25260,null,Alteribacillus bidgolensis, medium 514 plus additional salt
583,21632,null,Alteribacillus persepolensis,"  For strains DSM 21373, DSM 21449, DSM 21450, DSM 21621, and DSM 21632"
584,15446,287094,Alteromonas addit, BACTO MARINE BROTH (DIFCO 2216)
585,15748,43655,Alteromonas fuligine, BACTO MARINE BROTH (DIFCO 2216)
586,23844,471225,Alteromonas genovensis, BACTO MARINE BROTH (DIFCO 2216)
587,6062,28108,Alteromonas macleodii, BACTO MARINE BROTH (DIFCO 2216)
588,15691,233316,Alteromonas stellipolaris, BACTO MARINE BROTH (DIFCO 2216)
589,2578,153491,Alysiella crass, COLUMBIA BLOOD AGAR
590,16848,194196,Alysiella filiformis, CASO AGAR (Merck 105458)
591,16581,290732,Aminiphilus circumscriptus, AMINIPHILUS medium
592,7051,83264,Aminobacter aganoensis, NUTRIENT AGAR
593,6449,83263,Aminobacter aminovorans, NITRILOTRIACETATE MEDIUM
594,17455,150723,Aminobacter ciceronei, R2A medium
595,17454,305698,Aminobacter lissarensis, R2A medium
596,7050,83265,Aminobacter niigataensis, NUTRIENT AGAR
597,6452,null,Aminobacter sp., NITRILOTRIACETATE MEDIUM
598,12261,81468,Aminobacterium colombiense,  For DSM 12261 and DSM 12262
599,12262,81467,Aminobacterium mobile,  For DSM 12261 and DSM 12262
600,12260,81412,Aminomonas paucivorans,  For DSM 12260
601,10501,42838,Ammonifex degensii, AMMONIFEX MEDIUM
602,19636,444093,Ammonifex thiophilus,  For DSM 19636:
603,11538,66863,Ammoniphilus oxalaticus, OM-2 MEDIUM
604,11537,66864,Ammoniphilus oxalivorans, OM-2 MEDIUM
605,24782,595671,Amnibacterium kyonggiense, R2A medium
606,19760,340680,Amorphus coralli, BACTO MARINE BROTH (DIFCO 2216)
607,21202,649198,Amorphus orientalis, ISP medium 2 WITH 5% NaCl
608,23721,null,Amphibacillus cookii, CASO AGAR (Merck 105458)
609,13869,173041,Amphibacillus fermentum, ALCALIPHILIC AMPHIBACILLUS STRAINS medium
610,24783,1216008,Amphibacillus jilinensis, CASO AGAR (Merck 105458)
611,21624,360185,Amphibacillus sediminis, CASO AGAR (Merck 105458)
612,13870,173040,Amphibacillus tropicus, ALCALIPHILIC AMPHIBACILLUS STRAINS medium
613,6626,1449,Amphibacillus xylanus, AMPHIBACILLUS medium
614,18887,355243,Amphritea atlantic, BACTO MARINE BROTH (DIFCO 2216)
615,44262,76020,Amycolatopsis alb, GYM STREPTOMYCES medium
616,44639,102226,Amycolatopsis albidoflavus, GYM STREPTOMYCES medium
617,44672,546364,Amycolatopsis australiensis, BENNETT'S AGAR
618,43854,36819,Amycolatopsis azure, GYM STREPTOMYCES medium
619,44591,208443,Amycolatopsis balhimycin, GYM STREPTOMYCES medium
620,45807,null,Amycolatopsis bartoniae, BENNETT'S AGAR
621,43387,346045,Amycolatopsis benzoatilytic, GYM+S medium
622,45802,null,Amycolatopsis bullii, BENNETT'S AGAR
623,45561,871959,Amycolatopsis circi, GYM STREPTOMYCES medium
624,44225,76021,Amycolatopsis coloradensis, GYM STREPTOMYCES medium
625,44594,208441,Amycolatopsis decaplanin, GYM STREPTOMYCES medium
626,45426,null,Amycolatopsis dongchuanensis, GYM STREPTOMYCES medium
627,45164,369930,Amycolatopsis echigonensis, GYM STREPTOMYCES medium
628,45563,871962,Amycolatopsis equin, GYM STREPTOMYCES medium
629,44348,196083,Amycolatopsis eurytherm, CZAPEK Peptone AGAR
630,45216,1069073,Amycolatopsis halophil, BACTO MARINE BROTH (DIFCO 2216)
631,45041,330083,Amycolatopsis halotolerans, GYM STREPTOMYCES medium
632,45661,450800,Amycolatopsis helveol, GPHF-MEDIUM
633,45562,871961,Amycolatopsis hippodromi, GYM STREPTOMYCES medium
634,44213,208439,Amycolatopsis japonic, BENNETT'S AGAR
635,45042,330084,Amycolatopsis jejuensis, GYM STREPTOMYCES medium
636,44652,218823,Amycolatopsis kentuckyensis, GYM STREPTOMYCES medium
637,44409,227715,Amycolatopsis keratiniphila subsp. keratiniphil, GYM STREPTOMYCES medium
638,44586,208442,Amycolatopsis keratiniphila subsp. nogabecin, GYM STREPTOMYCES medium
639,44653,218822,Amycolatopsis lexingtonensis, GYM STREPTOMYCES medium
640,43134,31959,Amycolatopsis lurid, GYM STREPTOMYCES medium
641,45569,490629,Amycolatopsis marin, GYM STREPTOMYCES medium
642,43304,33910,Amycolatopsis mediterranei, GYM STREPTOMYCES medium
643,44096,1814,Amycolatopsis methanolic, GYM STREPTOMYCES medium
644,44988,337894,Amycolatopsis minnesotensis, GYM STREPTOMYCES medium
645,44992,381445,Amycolatopsis nigrescens, GYM STREPTOMYCES medium
646,45165,369932,Amycolatopsis niigatensis, GYM STREPTOMYCES medium
647,43388,31958,Amycolatopsis orientalis subsp. orientalis, GYM+S medium
648,44832,187982,Amycolatopsis palatopharyngis, N-Z-AMINE-MEDIUM
649,44776,236508,Amycolatopsis plumensis, GYM STREPTOMYCES medium
650,44654,218821,Amycolatopsis pretoriensis, GYM STREPTOMYCES medium
651,45072,546365,Amycolatopsis regifaucium, GYM STREPTOMYCES medium
652,46095,287986,Amycolatopsis rifamycinic, ORGANIC medium 79
653,44637,112413,Amycolatopsis rubid, GYM STREPTOMYCES medium
654,44993,394193,Amycolatopsis saalfeldensis, GYM STREPTOMYCES medium
655,44469,115433,Amycolatopsis sacchari, CZAPEK Peptone AGAR
656,45783,null,Amycolatopsis salitolerans, MEDIUM 987 MODIFIED FOR DSM 45783
657,45649,664691,Amycolatopsis samaneae, GPHF-MEDIUM
658,44965,null,Amycolatopsis sp., GYM STREPTOMYCES medium
659,46092,76022,Amycolatopsis sulphure, ORGANIC medium 79
660,45107,342230,Amycolatopsis taiwanensis, GPHF-MEDIUM
661,45650,589330,Amycolatopsis thailandensis, GPHF-MEDIUM
662,44574,84480,Amycolatopsis thermoflav, GYM STREPTOMYCES medium
663,45805,null,Amycolatopsis thermophil, GYM STREPTOMYCES medium
664,44544,208445,Amycolatopsis tolypomycin, GYM STREPTOMYCES medium
665,45259,401106,Amycolatopsis tucumanensis, GYM STREPTOMYCES medium
666,45180,543629,Amycolatopsis ultiminoti, GYM STREPTOMYCES medium
667,44592,208444,Amycolatopsis vancoresmycin, CZAPEK Peptone AGAR
668,45668,null,Amycolatopsis viridis, GYM STREPTOMYCES medium
669,45285,589385,Amycolatopsis xylanic, GYM STREPTOMYCES medium
670,45089,639313,Amycolicicoccus subflavus, Peptone MEAT EXTRACT GLYCEROL AGAR
671,6283,82376,Anaeroarcus burkinensis, ANAEROVIBRIO BURKINABENSIS medium
672,22531,472963,Anaerobacillus alkalidiazotrophicus, BACILLUS ALKALIDIAZOTROPHICUS medium
673,15340,85682,Anaerobacillus arseniciselenatis, BACILLUS SELENITIREDUCENS medium
674,5272,69208,Anaerobacter polyendosporus, ANAEROBACTER medium
675,22491,649746,Anaerobaculum hydrogeniformans, ANAEROBACULUM THERMOTERRENUM medium
676,13181,97477,Anaerobaculum mobile,  For DSM 13181
677,13490,null,Anaerobaculum thermoterrenum, ANAEROBACULUM THERMOTERRENUM medium
678,6400,13335,Anaerobiospirillum succiniciproducens, MEDIUM 104 MODIFIED FOR DSM 6400
679,11806,179995,Anaerobiospirillum thomasii,
680,14826,182411,Anaerobranca californiensis,  For DSM 14826
681,13577,108328,Anaerobranca gottschalkii, ANAEROBRANCA GOTTSCHALKII medium
682,9786,42448,Anaerobranca horikoshii, ANAEROBRANCA medium
683,18970,436000,Anaerobranca zavarzinii, ANAEROBRANCA medium
684,7454,33029,Anaerococcus hydrogenalis, PYG-MEDIUM (modified)
685,7456,33032,Anaerococcus lactolyticus, PYG-MEDIUM (modified)
686,21462,411577,Anaerococcus murdochii, COLUMBIA BLOOD medium
687,11663,54007,Anaerococcus octavius, PYG-MEDIUM (modified)
688,20358,33034,Anaerococcus prevotii, PYG-MEDIUM (modified)
689,25366,null,Anaerococcus senegalensis, PYG-MEDIUM (modified)
690,2951,33036,Anaerococcus tetradius, CHOPPED MEAT medium
691,25446,33037,Anaerococcus vaginalis, PYG-MEDIUM (modified)
692,4272,52786,Anaerofilum agile, ANAEROFILUM medium
693,7168,52787,Anaerofilum pentosovorans, ANAEROFILUM medium
694,2831,null,Anaeroflexus maritimus,  For DSM 2831
695,17244,214853,Anaerofustis stercorihominis, BIFIDOBACTERIUM medium
696,16554,229919,Anaerolinea thermolimos,"  For DSM 16554, DSM 16555 and DSM 17877"
